,text
288,"Thanks for all the insights in the video, i was a beginner at SQL but it seems so easy due to the way u explained."
289,SELECT * FROM<br>WHERE A&gt;= 4<br>GROUP BY column_name <br>HAVING age = 20<br> ORDER BY column_name <br>LIMIT 10
290,"From,whee,group by,having,select,order by , limit"
291,"@RishabhMishraOfficial The first answer to your quick Question is:-<br>select, from, group by, having, where, limit, order by<br>don&#39;t know its correct or not"
292,People should learn from you.. How to create good education and learning videos... Kudos mann.. and thanks a lott.. :)
293,"Really a great mentor. Hats off to you, Sir. Rishabh Mishra."
294,Thank You Sir
295,Hi rishab I have just joined a data scientist course and I am working professional from finance background and your sessions are better then the online classes.its easy to understand .
296,Sir create table mai aapne query kaise Paste ki hai
297,thank you so much
298,Query in Sql to add rows in an new column as an value (Int)
299,"Pdf not downloading,  plz share again link"
300,sql ko install kaise kare
301,MZA AA GYA...BHAGWAN APKO ACHHI BIWI DEN SUKOON DENE WALI
302,"Thank you! If anyone says s/he wants to lean sql, I&#39;ll recommend this video!! Great."
303,"SELECT,FROM,WHERE, GROUP BY,HAVING, ORDER BY, LIMIT is this correct sequence?"
304,"Select,from,where,limit,order by,group by,having"
305,Select
306,"Select, from, where, limit, order by, group by, having"
307,which sql is to download ?
308,we have to download sql for run our program
309,"SIR YOUR WAY OF TALKING AND TEACH IS  VERY BEAUTIFUL ,OUTCLASS  LOVE FROM PAKISTAN"
310,"Hlo sir,  I&#39;m. Facing issue in downloading pg4 can u guide me"
311,Sir how to make realtionship between three tables??
312,Thankyou Sir 😊
313,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=6430"">1:47:10</a> Instead of using a subquery, can I put WHERE amount &gt; AVG(amount) ?"
314,bro Postgre SQL kon sa download kry suggest plz
315,"Hi Rishabh. I am Deepti and thank you for your amazing videos. I have just started learning SQL from your video. I downloaded Pgadmin4. Right on left side, it shows &quot;Server&quot;. How did you add &quot;Postgre SQL and Databases under that? Thanks in advance"
316,hello sir where is page no 78 in pdf file ?? please answer me
317,rishabh  bhaiya  u doing lots  of effort  and un are great mentor for us
318,i need video on trigger and views
319,Kya ye complete SQL course hai
320,Too good!
321,"Assignment1 - Ans- Select - From - Limit - Where-Group By, Having, Order By"
322,can i have your WhatsApp no. ?
323,pdf kha se download hogi sir
324,very helpful video thanks
325,So comprehensive even for Dummies to learn SQL. Thank you Brother!😄
326,I like your teaching style ❤
327,"Rishab thank you. Completed the SQL tutorial. Great job. Better than many paid 12hrs Udemy courses. Requests for future videos - <br>1. Create a similar <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=150"">2:30</a> hr video for Machine Learning in Data analytics. <br>2. 2-hour video for basics of stats asked in Data analytics interview. <br>3. More advanced level python projects in data analytics using Machine learning. <br>4. 1-2 hr video on guesstimates asked in Data analytics/business analytics interviews."
328,2.25.00
329,You are the best sir in the whole youtube. Your effort is incredible. Thanks a lot sir.
330,kya hi gajab bana dia bhai ...... Thanks a lot for such a valuable content
331,Any website links for practice
332,2.00.00
333,1.46
334,Thanks for this video sir
335,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3911"">1:05:11</a> Answer-1) select 2)From 3)Where 4)Group By 5)Having 6)Order By 7)Limit"
336,I really thanking you for providing such a informative series. I Completed my Series in 2 weeks by gaining lots of knowledge of Sql. Thankyou so much keep it up👍
337,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3994"">1:06:34</a> yo half way done"
338,Thanks
339,1.34.25
340,Is this all there is to know abou SQL? or is this just basic. How much more advanced level sql is there to learn?
341,please explain me over function still not sure what it does
342,"From, where, group by, having, select, order by, limit."
343,hank you so much  😄
344,This video is a GEM thank you sir
345,Actually I&#39;m facing login with postgre Soq
346,Amazing
347,i think assignment answer is from-where-group by-having-select-order by-limit.. @rishabhmishra from struggling to not getting prefect video for studying and learning i trying paid course but there are no uses .....even IT teacher don&#39;t teach this perfectly like you did sir ...i am halfway to end this video and thank you for replying my question and support me...... i don&#39;t feel i am learning from youtube the way u support and motivation :)
348,Answer to your assignment question is:-<br>Select<br>From<br>Where<br>Group by<br>Having<br>Order by<br>Limit.
349,I&#39;ve downloaded pgadmin 4 but I&#39;m not able to add server. Whenever I try to add new server and put name or ip address in host name/address it shows error by saying its not connected to TCP/IP address. Kindly help me what should I do in this.
350,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3288"">54:48</a>"
351,More informative
352,01.00.23
353,bhut bhut sukriya sir
354,"SELECT, FROM, WHERE, LIMIT, GROUP BY, HAVING, ORDER BY"
355,"@RishabhmisraOfficial ............Hi Sir.. I am getting mentioed error &gt;&gt; ERROR:  column &quot;custid&quot; of relation &quot;health&quot; does not exist<br>LINE 2: (CustID, CustName, Age, City, Salary)<br>         ^ <br><br>SQL state: 42703<br>Character: 21"
356,29.22
357,"Rishabh bhai apne bhi itna help nahi karte , jitna aap kiye ho abhi tak thankyou."
358,Excellent Bro keep it up good work...i have learnt so much from your videos....&quot;you made me write good comment becuase of your Excellent content😅&quot;...otherwise i barely comment on any video.
359,"Select,from ,limit,where,group by ,having ,order by"
360,thanks a lot brother
361,Dear Risbah ji do have any live class for sql and azure
362,"Select, from, group by  where or having, order by limit ka no idea"
363,Amazing work 👍
364,Please help me to get data from one SQL server view to another SQL server and data will update automatically
365,"SELECT, FROM, WHERE, GROUP BY, HAVING, LIMIT, ORDER BY"
366,We need jn English pls bro 😢🙏🙏🙏
367,How database works? This is the basic and beginner question from me?
368,Awesome bhai. I appreciate . I follow all your content from USA. Can you please make same video for power bi and excel.
369,"I am attracted to your work due to the way you organize it. It&#39;s lovely! However, I don&#39;t understand Hindi language. Kindly make it available in English. Thank you."
370,"commendable efforts by you sir and it allows us to make you proud by reaching top heights down the line. it is very helpful, affordable and accessible for me... KUDOS to you sir"
371,You are doing a good work bro....keep it up!
372,"Very good and helpful explanation of SQL<br>Here is a mistake in prepared document of aggregate window function at <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=7170"">1:59:30</a>  wrong output is given in windows aggregate function, do not use &#39;order by new_id&#39; in &#39;Order&#39; clause, if you don&#39;t want line by line execution."
373,Select<br>From<br>Where<br>Group by<br>Having<br>Order by<br>Limit
374,Job in data analytics compulsory certificate of data analytics yes or no🤔🤔🤔
375,Nice bro i pay fees to Intellipath... But i need hindi explanation... Which u clearing very well... Apni Hindi Language Best hai... English mein dikkat hota hai... kabhikabar samaj ne mein....
376,"Best lecture on SQL.. Sir, You make concepts easy to understand with good and easy examples.Thank you very much sir💐🙌"
377,Sir SQL installation ka process batao
378,bro kya itne topic required for data analystics ke liye
379,Hi Rishabh <br>I have completed my data analyst course. I am fresher. But till now i didn&#39;t get job. I have watched your sql video. It is really amazing😊😊. I want to know one thing is this video enough for cleaning any company interview? Or i need to learn more. Please reply me 🙏🙏
380,bhai notes bhi pdf m de dete... to acha hota
381,mod nei bhai mode
382,You are doing excellent job for the fellows like us but i have one question i am from nom it background and never ever seen any it tools like this still i want to make a career in this field can you help me. And please share how can i download this pdf. Thank you
383,Insert into cx that one is showing error when we r excuting.same as u have done i did even i tried that u showed in comment that way  but still is showing error. Reason for the error???
384,i didn&#39;t understand the copy command part in importing csv
385,Owsm experience sir .
386,you are such a good teacher thankyou sir
387,"Assignment no. 1 Answer:- SELECT, FROM, LIMIT, WHERE, GROUP BY, HAVING, ORDER BY;"
388,Which SQL database you used in this video?
389,👌 👏 👍..Totally Awesome..
390,"ERROR:  column &quot;custID&quot; of relation &quot;customer&quot; does not exist<br>LINE 1: INSERT INTO customer (&quot;custID&quot;, &quot;custname&quot;, &quot;Age&quot;, &quot;City&quot;, &quot;...<br>                              ^ <br><br>SQL state: 42703<br>Character: 23<br><br><br>getting above error after &quot;INSERT INTO customer&quot; function <br>How to resolve it"
391,Thankyou so much sir u are the best.
392,For sql is it sufficient or what else we have to do
393,"Hi Rishabh, thank you for this video.<br>I like one most important think <br>&quot;Select sab kuch from table&quot;😀 😅"
394,Sir you say abount online compilar please suggest a name of an online compilar to learn sql 🙏 please guide me sir.
395,Column &quot;custid&quot; of relation &quot;customer&quot; does not exist<br>Please help not executing please help anyone<br>Error 42703
396,"select BillingCountry ,Count(Total) as total_amount from Invoice group by BillingCountry having total_amount &gt; 7 order by total_amount desc limit 3"
397,You&#39;re great Sir! For your amazing way of learning . Your teaching concepts are very smooth and easy to understand for beginners. You are always be in our hearts for your kind services. Thank You.
398,I have been trying to open the drive link of the SQL pdf document but there is a blank page coming on the screen. What should I do?
399,Hi Rishabh can you please make a video on PL/SQL😢
400,"i have no words to say !! amazing tutorial, maja hi aagaya sir !!🥺🥺🥺"
401,"select, from , where, limit, group by , having, orderby"
402,very well explained
403,amazing sir
404,Hi As per my experience you soon rise up in world by your skills....Basically am from NON IT and preparing for Data sci ..with your viedos its amazing
405,"THANK you for this wonderful video bhaiya twomorrow is my end term exam but after watching this video my all douts about sql is completed....thanks<a href=""UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA""></a>"
406,It&#39;s really a great learning experience. THANK YOU!!
407,thank you so so so much sir
408,Sir I get 5432 error code when import csv to postgresql!!!
409,addda.....nice sonding
410,"Hi sir,<br>Thank you for guiding us.<br>Could you please help me a bit?<br>I am confused. I studied from one of the top NIT college.I have worked in core sector for 1 year then I have 1 year gap. I have gathered enough knowledge required till 1 year experienced data engineer.<br>Please tell me what CTC should I expect and discuss on in the interview. <br>( I was at 6.2lpa earlier)."
